Code,Description,CodeType,Deprecated,Created,Modified,
31TL,TALBOT,SHIPC,False,2006-12-21,2006-12-21,
31TM,STORMES,SHIPC,False,2006-12-21,2006-12-21,
31TN,TANNER,SHIPC,False,2006-12-21,2006-12-21,
31TO,TORDENSKJOLD,SHIPC,False,2006-12-21,2006-12-21,
31TP,TAMPA,SHIPC,False,2006-12-21,2006-12-21,
31TQ,THETA,SHIPC,False,2006-12-21,2006-12-21,
31TR,TRIDENT,SHIPC,False,2006-12-21,2006-12-21,
31TS,TUSCARORA,SHIPC,False,2006-12-21,2006-12-21,
31TT,THOMAS G. THOMPSON,SHIPC,False,2006-12-21,2006-12-21,
31TU,TERITU,SHIPC,False,2006-12-21,2006-12-21,
31TV,PETERSON,SHIPC,False,2006-12-21,2006-12-21,
31TW,TOWHEE,SHIPC,False,2006-12-21,2006-12-21,
31TX,TEXIN,SHIPC,False,2006-12-21,2006-12-21,
31TY,TAYLOR,SHIPC,False,2006-12-21,2006-12-21,
31TZ,J. K. TAUSSIG,SHIPC,False,2006-12-21,2006-12-21,
31U0,Normandy,SHIPC,False,2006-12-21,2018-07-18,
31U1,BUCK,SHIPC,False,2006-12-21,2006-12-21,
31U2,CURRIER,SHIPC,False,2006-12-21,2006-12-21,
31U3,PLUCK,SHIPC,False,2006-12-21,2006-12-21,
31U4,HUNT,SHIPC,False,2006-12-21,2006-12-21,
31U5,BAUER,SHIPC,False,2006-12-21,2006-12-21,
31U6,DURANT,SHIPC,False,2006-12-21,2006-12-21,
31U7,RUPERTUS,SHIPC,False,2006-12-21,2006-12-21,
31U8,HUSE,SHIPC,False,2006-12-21,2006-12-21,
31U9,LUISENO,SHIPC,False,2006-12-21,2006-12-21,
31UA,MURRAY,SHIPC,False,2006-12-21,2006-12-21,
31UB,BRUSH,SHIPC,False,2006-12-21,2006-12-21,
31UC,AUCILLA,SHIPC,False,2006-12-21,2006-12-21,
31UD,COURTNEY,SHIPC,False,2006-12-21,2006-12-21,
31UE,SOUTHERLAND,SHIPC,False,2006-12-21,2006-12-21,
31UF,SAUFLEY,SHIPC,False,2006-12-21,2006-12-21,
31UG,HAMMERBERG,SHIPC,False,2006-12-21,2006-12-21,
31UH,UHLMANN,SHIPC,False,2006-12-21,2006-12-21,
31UI,BUNTING,SHIPC,False,2006-12-21,2006-12-21,
31UJ,PUTNAM,SHIPC,False,2006-12-21,2006-12-21,
31UK,CHUKAWAN,SHIPC,False,2006-12-21,2006-12-21,
31UL,AULT,SHIPC,False,2006-12-21,2006-12-21,
31UM,UNIMAK,SHIPC,False,2006-12-21,2006-12-21,
31UN,UNDAUNTED,SHIPC,False,2006-12-21,2006-12-21,
31UO,D. A. MUNRO,SHIPC,False,2006-12-21,2006-12-21,
31UP,PONCHATOULA,SHIPC,False,2006-12-21,2006-12-21,
31UQ,JOUETT,SHIPC,False,2006-12-21,2006-12-21,
31UR,TURNER,SHIPC,False,2006-12-21,2006-12-21,
31US,UPSHUR,SHIPC,False,2006-12-21,2006-12-21,
31UT,UTE,SHIPC,False,2006-12-21,2006-12-21,
31UU,COLUMBUS,SHIPC,False,2006-12-21,2006-12-21,
31UV,H. PURVIS,SHIPC,False,2006-12-21,2006-12-21,
31UW,LAWRENCE,SHIPC,False,2006-12-21,2006-12-21,
31UX,GUADALUPE,SHIPC,False,2006-12-21,2006-12-21,
31UY,PURDY,SHIPC,False,2006-12-21,2006-12-21,
31UZ,RUCHAMKIN,SHIPC,False,2006-12-21,2006-12-21,
31V0,PHILLIPINE SEA,SHIPC,False,2006-12-21,2018-07-18,
31V1,THE SULLIVANS,SHIPC,False,2006-12-21,2006-12-21,
31V2,VIGIL,SHIPC,False,2006-12-21,2006-12-21,
31V3,VESOLE,SHIPC,False,2006-12-21,2006-12-21,
31V4,VANCE,SHIPC,False,2006-12-21,2006-12-21,
31V5,TE VEGA,SHIPC,False,2006-12-21,2006-12-21,
31V6,GARCIA,SHIPC,False,2006-12-21,2006-12-21,
31V7,CONYNGHAM,SHIPC,False,2006-12-21,2006-12-21,
31V8,HOEL,SHIPC,False,2006-12-21,2006-12-21,
31V9,ALBATROSS,SHIPC,False,2006-12-21,2006-12-21,
31VA,PVT. J. VALDEZ,SHIPC,False,2006-12-21,2006-12-21,
31VB,VALIANT,SHIPC,False,2006-12-21,2006-12-21,
31VC,VICTORIA,SHIPC,False,2006-12-21,2006-12-21,
31VD,VIDAL,SHIPC,False,2006-12-21,2006-12-21,
31VE,VEMA,SHIPC,False,2006-12-21,2009-12-08,
31VF,HAVERFIELD,SHIPC,False,2006-12-21,2006-12-21,
31VG,VIGOR,SHIPC,False,2006-12-21,2006-12-21,
31VH,HUMMINGBIRD,SHIPC,False,2006-12-21,2006-12-21,
31VI,VICCA,SHIPC,False,2006-12-21,2013-08-15,
31VJ,GLOVER,SHIPC,False,2006-12-21,2006-12-21,
31VK,BERKELEY,SHIPC,False,2006-12-21,2006-12-21,
31VL,VELERO III AND IV,SHIPC,False,2006-12-21,2006-12-21,
31VM,PIONEER VALLEY,SHIPC,False,2006-12-21,2006-12-21,
31VN,SAVANNAH L/S,SHIPC,False,2006-12-21,2006-12-21,
31VO,VOGE,SHIPC,False,2006-12-21,2006-12-21,
31VP,PHILIP,SHIPC,False,2006-12-21,2006-12-21,
31VQ,RANDOLPH,SHIPC,False,2006-12-21,2006-12-21,
31VR,VALOR,SHIPC,False,2006-12-21,2006-12-21,
31VS,SAVAGE,SHIPC,False,2006-12-21,2006-12-21,
31VT,VITAL,SHIPC,False,2006-12-21,2006-12-21,
31VU,ENDURANCE,SHIPC,False,2006-12-21,2006-12-21,
31VV,VAN VOORHIS,SHIPC,False,2006-12-21,2006-12-21,
31VW,BUTTONWOOD,SHIPC,False,2006-12-21,2006-12-21,
31VX,MARSH,SHIPC,False,2006-12-21,2006-12-21,
31VY,HALSEY,SHIPC,False,2006-12-21,2006-12-21,
31VZ,VOGELGESANG,SHIPC,False,2006-12-21,2006-12-21,
31W0,Wisconsin,SHIPC,False,2006-12-21,2018-07-18,
31W1,C. R. WARE,SHIPC,False,2006-12-21,2006-12-21,
31W2,WREN,SHIPC,False,2006-12-21,2006-12-21,
31W3,WALLER,SHIPC,False,2006-12-21,2006-12-21,
31W4,WADLEIGH,SHIPC,False,2006-12-21,2006-12-21,
31W5,WEATHERFORD,SHIPC,False,2006-12-21,2006-12-21,
31W6,WILTSIE,SHIPC,False,2006-12-21,2006-12-21,
31W7,WAGNER,SHIPC,False,2006-12-21,2006-12-21,
31W8,J. WILLIS,SHIPC,False,2006-12-21,2006-12-21,
31W9,M. W. WOOD,SHIPC,False,2006-12-21,2006-12-21,
31WA,WALKE,SHIPC,False,2006-12-21,2006-12-21,
31WB,WALTON,SHIPC,False,2006-12-21,2006-12-21,
31WC,WACHUSETT,SHIPC,False,2006-12-21,2006-12-21,
31WD,WINDWARD,SHIPC,False,2006-12-21,2006-12-21,
31WE,WESTWIND,SHIPC,False,2006-12-21,2014-06-18,
31WF,WESTERN FLYER,SHIPC,False,2006-12-21,2006-12-21,
31WG,WAINWRIGHT,SHIPC,False,2006-12-21,2006-12-21,
31WH,WHITING,SHIPC,False,2006-12-21,2010-10-14,
31WI,WINONA,SHIPC,False,2006-12-21,2006-12-21,
31WJ,J. W. WEEKS,SHIPC,False,2006-12-21,2006-12-21,
31WK,WITEK,SHIPC,False,2006-12-21,2006-12-21,
31WL,WALKER,SHIPC,False,2006-12-21,2006-12-21,
31WM,CROMWELL,SHIPC,False,2006-12-21,2006-12-21,
31WN,WORDEN,SHIPC,False,2006-12-21,2006-12-21,
31WO,WINNEBAGO,SHIPC,False,2006-12-21,2006-12-21,
31WP,WHIPPOORWILL,SHIPC,False,2006-12-21,2006-12-21,
31WQ,WINTER QUARTER L/S,SHIPC,False,2006-12-21,2006-12-21,
31WR,WARRINGTON,SHIPC,False,2006-12-21,2006-12-21,
31WS,R. L. WILSON,SHIPC,False,2006-12-21,2006-12-21,
31WT,THOMAS WASHINGTON,SHIPC,False,2006-12-21,2011-07-12,
31WU,WILHOITE,SHIPC,False,2006-12-21,2006-12-21,
31WV,WATCHMAN,SHIPC,False,2006-12-21,2006-12-21,
31WW,W. W. WELSH,SHIPC,False,2006-12-21,2006-12-21,
31WX,WEDDERBURN,SHIPC,False,2006-12-21,2006-12-21,
31WY,CONWAY,SHIPC,False,2006-12-21,2006-12-21,
31WZ,COWELL,SHIPC,False,2006-12-21,2006-12-21,
31X0,DIXON,SHIPC,False,2006-12-21,2018-07-18,
31X1,LITTLE ROCK,SHIPC,False,2006-12-21,2006-12-21,
31X2,WILKINSON,SHIPC,False,2006-12-21,2006-12-21,
31X3,C. V. RICKETTS,SHIPC,False,2006-12-21,2006-12-21,
31X4,ROBIN GRAY,SHIPC,False,2006-12-21,2006-12-21,
31X5,INGRAHAM,SHIPC,False,2006-12-21,2006-12-21,
31X6,THEODORE E. CHANDLER,SHIPC,False,2006-12-21,2006-12-21,
31X7,SAUGATUCK,SHIPC,False,2006-12-21,2006-12-21,
31X8,GRIDLEY,SHIPC,False,2006-12-21,2006-12-21,
31X9,W. C. LAWE,SHIPC,False,2006-12-21,2006-12-21,
31XA,TEXAS TOWER 4,SHIPC,False,2006-12-21,2006-12-21,
31XB,CAPT BILL III,SHIPC,False,2006-12-21,2006-12-21,
31XC,EXCEL,SHIPC,False,2006-12-21,2016-07-12,
31XD,D. H. FOX,SHIPC,False,2006-12-21,2006-12-21,
31XE,ESSEX,SHIPC,False,2006-12-21,2006-12-21,
31XF,OXFORD,SHIPC,False,2006-12-21,2006-12-21,
31XG,GOLDSBOROUGH,SHIPC,False,2006-12-21,2006-12-21,
31XH,HORNET,SHIPC,False,2006-12-21,2006-12-21,
31XI,GAINARD,SHIPC,False,2006-12-21,2006-12-21,
31XJ,TEXACO NEW JERSEY,SHIPC,False,2006-12-21,2006-12-21,
31XK,COSSATOT,SHIPC,False,2006-12-21,2006-12-21,
31XL,WADDELL,SHIPC,False,2006-12-21,2006-12-21,
31XM,MULLINNIX,SHIPC,False,2006-12-21,2006-12-21,
31XN,E. MCDONNELL,SHIPC,False,2006-12-21,2006-12-21,
31XO,MADDOX,SHIPC,False,2006-12-21,2006-12-21,
31XP,PARSONS,SHIPC,False,2006-12-21,2006-12-21,
31XQ,MILLS,SHIPC,False,2006-12-21,2006-12-21,
31XR,BORIE,SHIPC,False,2006-12-21,2006-12-21,
31XS,William H. Standley,SHIPC,False,2006-12-21,2018-07-18,
31XT,BLUEBIRD,SHIPC,False,2006-12-21,2006-12-21,
31XU,BRUMBY,SHIPC,False,2006-12-21,2006-12-21,
31XV,N. K. PERRY,SHIPC,False,2006-12-21,2006-12-21,
31XW,GEORGETOWN,SHIPC,False,2006-12-21,2006-12-21,
31XX,TRUXTUN,SHIPC,False,2006-12-21,2006-12-21,
31XY,Harry E. Yarnell,SHIPC,False,2006-12-21,2018-07-18,
31XZ,WARBLER,SHIPC,False,2006-12-21,2006-12-21,
31Y0,NAUSHON,SHIPC,False,2006-12-21,2018-07-18,
31Y1,STURDY,SHIPC,False,2006-12-21,2006-12-21,
31Y2,BARRY,SHIPC,False,2006-12-21,2006-12-21,
31Y3,C. BERRY,SHIPC,False,2006-12-21,2006-12-21,
31Y4,LOYALTY,SHIPC,False,2006-12-21,2006-12-21,
31Y5,DEWEY,SHIPC,False,2006-12-21,2006-12-21,
31Y6,MALOY,SHIPC,False,2006-12-21,2006-12-21,
31Y7,DYNAMIC,SHIPC,False,2006-12-21,2006-12-21,
31Y8,TURNER JOY,SHIPC,False,2006-12-21,2006-12-21,
31Y9,D. J. BUCKLEY,SHIPC,False,2006-12-21,2006-12-21,
31YA,YAKUTAT,SHIPC,False,2006-12-21,2006-12-21,
31YB,C. YOUNG,SHIPC,False,2006-12-21,2006-12-21,
31YC,CORRY,SHIPC,False,2006-12-21,2006-12-21,
31YD,BLANDY,SHIPC,False,2006-12-21,2006-12-21,
31YE,YELLOWFIN,SHIPC,False,2006-12-21,2015-01-27,
31YF,YFU-43,SHIPC,False,2006-12-21,2006-12-21,
31YG,MCGINTY,SHIPC,False,2006-12-21,2006-12-21,
31YH,HYMAN,SHIPC,False,2006-12-21,2006-12-21,
31YI,ARMINO,SHIPC,False,2006-12-21,2006-12-21,
31YJ,MULLANY,SHIPC,False,2006-12-21,2006-12-21,
31YK,YANKEE,SHIPC,False,2006-12-21,2006-12-21,
31YL,YLT 49,SHIPC,False,2006-12-21,2006-12-21,
31YM,MCCLOY,SHIPC,False,2006-12-21,2006-12-21,
31YN,YARNALL,SHIPC,False,2006-12-21,2006-12-21,
31YO,SOLEY,SHIPC,False,2006-12-21,2006-12-21,
31YP,PERRY,SHIPC,False,2006-12-21,2006-12-21,
31YQ,YAQUINA,SHIPC,False,2006-12-21,2006-12-21,
31YR,R. E. BYRD,SHIPC,False,2006-12-21,2006-12-21,
31YS,C. H. SPERRY,SHIPC,False,2006-12-21,2006-12-21,
31YT,YORK COUNTY,SHIPC,False,2006-12-21,2006-12-21,
31YU,CAYUSE,SHIPC,False,2006-12-21,2006-12-21,
31YV,FAY,SHIPC,False,2006-12-21,2006-12-21,
31YW,SKYWATCHER,SHIPC,False,2006-12-21,2006-12-21,
31YX,LEARY,SHIPC,False,2006-12-21,2006-12-21,
31YY,BEATTY,SHIPC,False,2006-12-21,2006-12-21,
31YZ,LOWRY,SHIPC,False,2006-12-21,2006-12-21,
31Z0,WALTER S.DIEHL,SHIPC,False,2006-12-21,2018-07-18,
31Z1,SNOWDEN,SHIPC,False,2006-12-21,2006-12-21,
31Z2,LOESER,SHIPC,False,2006-12-21,2006-12-21,
31Z3,RAMSDEN,SHIPC,False,2006-12-21,2006-12-21,
31Z4,ESTEEM,SHIPC,False,2006-12-21,2006-12-21,
31Z6,AFRICAN CRESCENT,SHIPC,False,2006-12-21,2006-12-21,
31Z7,TATTNALL,SHIPC,False,2006-12-21,2006-12-21,
31Z8,Richmond K. Turner,SHIPC,False,2006-12-21,2018-07-18,
31Z9,BANGRACHAN,SHIPC,False,2006-12-21,2006-12-21,
31ZA,ASSURANCE,SHIPC,False,2006-12-21,2006-12-21,
31ZB,OZBOURN,SHIPC,False,2006-12-21,2006-12-21,
31ZC,MCCLELLAND,SHIPC,False,2006-12-21,2006-12-21,
31ZD,DALE,SHIPC,False,2006-12-21,2006-12-21,
31ZE,ZELLARS,SHIPC,False,2006-12-21,2006-12-21,
31ZF,BRONSTEIN,SHIPC,False,2006-12-21,2006-12-21,
31ZG,R. L. PAGE,SHIPC,False,2006-12-21,2006-12-21,
31ZH,MALLOW,SHIPC,False,2006-12-21,2006-12-21,
31ZI,J. W. WILKE,SHIPC,False,2006-12-21,2006-12-21,
31ZJ,A. M. SUMNER,SHIPC,False,2006-12-21,2006-12-21,
31ZK,A. J. ISBELL,SHIPC,False,2006-12-21,2006-12-21,
31ZL,MANUEL,SHIPC,False,2006-12-21,2006-12-21,
31ZM,MIS SANTA YNEZ,SHIPC,False,2006-12-21,2006-12-21,
31ZN,ZELIAN,SHIPC,False,2006-12-21,2006-12-21,
31ZO,ROBISON,SHIPC,False,2006-12-21,2006-12-21,
31ZP,PAUL LANGEVIN III,SHIPC,False,2006-12-21,2006-12-21,
31ZQ,STERETT,SHIPC,False,2006-12-21,2006-12-21,
31ZR,MIS SAN RAFAEL,SHIPC,False,2006-12-21,2006-12-21,
31ZS,ARIES,SHIPC,False,2006-12-21,2006-12-21,
31ZT,TABBERER,SHIPC,False,2006-12-21,2006-12-21,
31ZU,MISSION SANTA CRUZ,SHIPC,False,2006-12-21,2006-12-21,
31ZV,PIVOT,SHIPC,False,2006-12-21,2006-12-21,
31ZW,WOODSON,SHIPC,False,2006-12-21,2006-12-21,
31ZX,BUCHANAN,SHIPC,False,2006-12-21,2006-12-21,
31ZY,HENLEY,SHIPC,False,2006-12-21,2006-12-21,
31ZZ,PEACOCK,SHIPC,False,2006-12-21,2006-12-21,
3200,RA-3,SHIPC,False,2015-09-18,2016-02-24,
3201,Thetis,SHIPC,False,2006-12-21,2018-07-18,
3202,LEROY GRUMMAN,SHIPC,False,2006-12-21,2018-06-22,
3203,Arleigh Burke,SHIPC,False,2006-12-21,2018-07-18,
3204,Guitarro,SHIPC,False,2006-12-21,2018-07-18,
3205,SCULPIN,SHIPC,False,2006-12-21,2018-07-18,
3206,NATHANIEL B. PALMER,SHIPC,False,2006-12-21,2013-11-19,
3207,NOAA-12,SHIPC,False,2006-12-21,2016-04-12,
3208,S.C.011,SHIPC,False,2006-12-21,2006-12-21,
3209,YP 109,SHIPC,False,2006-12-21,2006-12-21,
320A,ARGOSY,SHIPC,False,2006-12-21,2006-12-21,
320B,GOLDEN SUN,SHIPC,False,2006-12-21,2006-12-21,
320C,HALF MOON BAY,SHIPC,False,2006-12-21,2006-12-21,
320D,OCEAN SPRAY,SHIPC,False,2006-12-21,2006-12-21,
320E,MARATHON,SHIPC,False,2006-12-21,2006-12-21,
320F,SEA-LAND DEFENDER,SHIPC,False,2006-12-21,2006-12-21,
320G,WEATHERBIRD,SHIPC,False,2006-12-21,2006-12-21,
320H,ST. PEDRO,SHIPC,False,2006-12-21,2006-12-21,
320I,PITTSBURGH,SHIPC,False,2006-12-21,2006-12-21,
320J,NIGHTWIND F/V,SHIPC,False,2006-12-21,2006-12-21,
320K,ROYAL DAWN,SHIPC,False,2006-12-21,2006-12-21,
320L,SEA WOLF,SHIPC,False,2006-12-21,2006-12-21,
320M,LETS GO,SHIPC,False,2006-12-21,2006-12-21,
320N,SEA-LAND ENTERPRISE,SHIPC,False,2006-12-21,2006-12-21,
320O,OCEAN PIONEER,SHIPC,False,2015-06-08,2015-06-08,
320P,IPOKAI,SHIPC,False,2006-12-21,2006-12-21,
320Q,HO2,SHIPC,False,2006-12-21,2006-12-21,
320R,ERICA,SHIPC,False,2006-12-21,2006-12-21,
320S,NAT CO 6,SHIPC,False,2006-12-21,2006-12-21,
320T,JUNE BOLLINGER,SHIPC,False,2006-12-21,2006-12-21,
320U,P-PRIME IV,SHIPC,False,2006-12-21,2006-12-21,
320V,SEAWARD EXPLORER,SHIPC,False,2006-12-21,2006-12-21,
320W,NORDIC WASA,SHIPC,False,2006-12-21,2006-12-21,
320X,LION HEART,SHIPC,False,2006-12-21,2006-12-21,
320Y,NESTOR I,SHIPC,False,2006-12-21,2006-12-21,
320Z,SENATOR,SHIPC,False,2006-12-21,2006-12-21,
3210,SEMINOLE,SHIPC,False,2006-12-21,2006-12-21,
3211,AMERICAN RACER,SHIPC,False,2006-12-21,2006-12-21,
3212,AMERICAN RANGER,SHIPC,False,2006-12-21,2006-12-21,
3213,AMERICAN TRADER,SHIPC,False,2006-12-21,2006-12-21,
3214,AMERICAN TROJAN,SHIPC,False,2006-12-21,2006-12-21,
3215,ANDERSON  PFC JAMES JR.,SHIPC,False,2006-12-21,2006-12-21,
3216,APACHE,SHIPC,False,2006-12-21,2006-12-21,
3217,AQUILA,SHIPC,False,2006-12-21,2018-02-25,
3218,GENERAL H. H. ARNOLD,SHIPC,False,2006-12-21,2006-12-21,
3219,AUSTIN,SHIPC,False,2006-12-21,2006-12-21,
321A,ARCO FAIRBANK,SHIPC,False,2006-12-21,2006-12-21,
321B,ACANIA,SHIPC,False,2006-12-21,2006-12-21,
321C,CHOVIE CLIPPER,SHIPC,False,2006-12-21,2006-12-21,
321D,LAIDLY,SHIPC,False,2006-12-21,2006-12-21,
321E,ESTOCIN,SHIPC,False,2006-12-21,2006-12-21,
321F,CAPE FLORIDA,SHIPC,False,2006-12-21,2006-12-21,
321G,ANTRIM,SHIPC,False,2006-12-21,2006-12-21,
321H,SCOTT  USS,SHIPC,False,2006-12-21,2006-12-21,
321I,Little Hercules,SHIPC,False,2015-06-30,2015-06-30,
321J,GREATLAND,SHIPC,False,2006-12-21,2006-12-21,
321K,WESTWARD VENTURE,SHIPC,False,2006-12-21,2006-12-21,
321L,COLORADO,SHIPC,False,2006-12-21,2006-12-21,
321M,MATACO,SHIPC,False,2006-12-21,2006-12-21,
321N,ACADIA,SHIPC,False,2006-12-21,2016-07-14,
321O,PT. BARROW,SHIPC,False,2015-06-30,2018-07-18,
321P,ADMIRAL CALLAGHAN,SHIPC,False,2006-12-21,2006-12-21,
321Q,ALGOL,SHIPC,False,2006-12-21,2006-12-21,
321R,ALLEN,SHIPC,False,2006-12-21,2006-12-21,
321S,AMERICAN CHALLENGER,SHIPC,False,2006-12-21,2006-12-21,
321T,AMERICAN CHAMPION,SHIPC,False,2006-12-21,2006-12-21,
321U,AMERICAN CHARGER,SHIPC,False,2006-12-21,2006-12-21,
321V,AMERICAN CHIEFTAN,SHIPC,False,2006-12-21,2006-12-21,
321W,AMERICAN CORSAIR,SHIPC,False,2006-12-21,2006-12-21,
321X,AMERICAN COURIER,SHIPC,False,2006-12-21,2006-12-21,
321Y,AMERICAN EAGLE,SHIPC,False,2006-12-21,2006-12-21,
321Z,AMERICAN MONARCH,SHIPC,False,2006-12-21,2006-12-21,
3220,JOHN V. VICKERS,SHIPC,False,2006-12-21,2006-12-21,
3221,MOBIL GAS,SHIPC,False,2006-12-21,2006-12-21,
3222,ALUMIAK,SHIPC,False,2006-12-21,2006-12-21,
3223,MONONGAHELA,SHIPC,False,2006-12-21,2006-12-21,
3224,MONTICELLO,SHIPC,False,2006-12-21,2006-12-21,
3225,MOUNT BAKER,SHIPC,False,2006-12-21,2006-12-21,
3226,MOUNT HOOD,SHIPC,False,2006-12-21,2006-12-21,
3227,MOUNT VERNON,SHIPC,False,2006-12-21,2006-12-21,
3228,MOUNT WHITNEY,SHIPC,False,2006-12-21,2006-12-21,
3229,NASHVILLE,SHIPC,False,2006-12-21,2006-12-21,
322A,STATE ARROW,SHIPC,False,2006-12-21,2006-12-21,
322B,SEABOB,SHIPC,False,2006-12-21,2006-12-21,
322C,CAYUGA,SHIPC,False,2006-12-21,2006-12-21,
322D,C. A. DAMBACH,SHIPC,False,2006-12-21,2006-12-21,
322E,ESSO KAWASAKI,SHIPC,False,2006-12-21,2006-12-21,
322F,KOREAN FIR,SHIPC,False,2006-12-21,2006-12-21,
322G,GURNARD,SHIPC,False,2006-12-21,2006-12-21,
322H,ESSO HONOLULU,SHIPC,False,2006-12-21,2006-12-21,
322I,DIXIE ISLE II,SHIPC,False,2006-12-21,2006-12-21,
322J,SUSAN JEAN,SHIPC,False,2006-12-21,2006-12-21,
322K,KAMCHATKA,SHIPC,False,2006-12-21,2016-02-11,
322L,EL SALVATORE,SHIPC,False,2006-12-21,2006-12-21,
322M,SARIMA,SHIPC,False,2006-12-21,2006-12-21,
322N,CITY OF OCEAN SIDE,SHIPC,False,2006-12-21,2006-12-21,
322O,PRINCETON HALL,SHIPC,False,2015-06-30,2015-06-30,
322P,KOREAN PRIDE,SHIPC,False,2006-12-21,2006-12-21,
322Q,VEGA-I,SHIPC,False,2006-12-21,2006-12-21,
322R,SCORPIUS,SHIPC,False,2006-12-21,2006-12-21,
322S,SUNBEAN,SHIPC,False,2006-12-21,2006-12-21,
322T,SIGMA-T,SHIPC,False,2006-12-21,2006-12-21,
322U,SUPERIOR,SHIPC,False,2006-12-21,2006-12-21,
322V,MERCURY,SHIPC,False,2006-12-21,2006-12-21,
322W,MERRIMAC,SHIPC,False,2006-12-21,2006-12-21,
322X,MIDWAY,SHIPC,False,2006-12-21,2006-12-21,
322Y,CONOLLY,SHIPC,False,2006-12-21,2006-12-21,
322Z,MISSOURI,SHIPC,False,2006-12-21,2006-12-21,
3230,MAURICE EWING,SHIPC,False,2006-12-21,2009-10-22,
3231,Belleau Wood,SHIPC,False,2006-12-21,2018-07-18,
3232,BITTERSWEET,SHIPC,False,2006-12-21,2006-12-21,
3233,BLUE RIDGE,SHIPC,False,2006-12-21,2006-12-21,
3234,2nd Lt. John P.Bobo,SHIPC,False,2006-12-21,2018-06-20,
3235,BOLSTER,SHIPC,False,2006-12-21,2006-12-21,
3236,BOULDER,SHIPC,False,2006-12-21,2006-12-21,
3237,BRADFORD ISLAND,SHIPC,False,2006-12-21,2006-12-21,
3238,Robert G. Bradley,SHIPC,False,2006-12-21,2018-07-18,
3239,BRISTOL COUNTY,SHIPC,False,2006-12-21,2006-12-21,
323A,ALLEGIANCE,SHIPC,False,2006-12-21,2006-12-21,
323B,BUCCANEER,SHIPC,False,2006-12-21,2006-12-21,
323C,MISS CHAROLETTE,SHIPC,False,2006-12-21,2006-12-21,
323D,Ray,SHIPC,False,2006-12-21,2018-07-18,
323E,EXPORT BUILDER,SHIPC,False,2006-12-21,2006-12-21,
323F,FULLAM,SHIPC,False,2006-12-21,2006-12-21,
323G,GRISWOLD,SHIPC,False,2006-12-21,2006-12-21,
323H,CHALLENGER,SHIPC,False,2006-12-21,2006-12-21,
323I,THERESA MARIE,SHIPC,False,2015-03-17,2015-03-17,
323J,ESSO JAPAN,SHIPC,False,2006-12-21,2006-12-21,
323K,ADMIRAL E. J. KING,SHIPC,False,2006-12-21,2006-12-21,
323L,AUSTRAL LIGHTNING,SHIPC,False,2006-12-21,2006-12-21,
323M,AMERICAN DRACO,SHIPC,False,2006-12-21,2018-07-26,
323N,PENNSYLVANIA,SHIPC,False,2006-12-21,2006-12-21,
323O,SABLE ISLAND,SHIPC,False,2015-07-16,2015-07-16,
323P,PACMERCHANT,SHIPC,False,2006-12-21,2006-12-21,
323Q,SEA-LAND ACHIEVER,SHIPC,False,2006-12-21,2006-12-21,
323R,RETRIEVER,SHIPC,False,2006-12-21,2006-12-21,
323S,SEALIFT ATLANTIC,SHIPC,False,2006-12-21,2006-12-21,
323T,TROJAN,SHIPC,False,2006-12-21,2006-12-21,
323U,NAVAJO,SHIPC,False,2006-12-21,2006-12-21,
323V,NAVIGATOR,SHIPC,False,2006-12-21,2006-12-21,
323W,LEFTWICH,SHIPC,False,2006-12-21,2006-12-21,
323X,BAY,SHIPC,False,2006-12-21,2006-12-21,
323Y,BAYAMON,SHIPC,False,2006-12-21,2006-12-21,
323Z,BEAUFORT,SHIPC,False,2006-12-21,2006-12-21,
3240,OLYMPIC CHAMPION,SHIPC,False,2006-12-21,2006-12-21,
3241,John C. Calhoun,SHIPC,False,2006-12-21,2018-07-18,
3242,CALOOSAHATCHEE,SHIPC,False,2006-12-21,2006-12-21,
3243,CAMDEN,SHIPC,False,2006-12-21,2006-12-21,
3244,CAPE VINCENT GANN,SHIPC,False,2006-12-21,2006-12-21,
3245,CAPELLA,SHIPC,False,2006-12-21,2006-12-21,
3246,CARR,SHIPC,False,2006-12-21,2006-12-21,
3247,CATAWBA,SHIPC,False,2006-12-21,2006-12-21,
3248,CITRUS,SHIPC,False,2006-12-21,2006-12-21,
3249,CLEVELAND,SHIPC,False,2006-12-21,2006-12-21,
324A,AL DURIYAH,SHIPC,False,2006-12-21,2006-12-21,
324B,BROSTROM,SHIPC,False,2006-12-21,2006-12-21,
324C,CREATION,SHIPC,False,2006-12-21,2006-12-21,
324D,C. J. DOYLE,SHIPC,False,2006-12-21,2006-12-21,
324E,ESSO CARIBBEAN,SHIPC,False,2006-12-21,2006-12-21,
324F,GOLDEN FLEECE,SHIPC,False,2006-12-21,2006-12-21,
324G,GALAPAGOS,SHIPC,False,2006-12-21,2006-12-21,
324H,HOBBY,SHIPC,False,2006-12-21,2006-12-21,
324I,RA-2,SHIPC,False,2015-09-18,2015-09-18,
324J,Great Pacific,SHIPC,False,2009-02-20,2009-12-08,
324K,KUSI,SHIPC,False,2006-12-21,2006-12-21,
324L,LAKE BERRYESSA,SHIPC,False,2006-12-21,2006-12-21,
324M,MARGUIRTE VENTURE,SHIPC,False,2006-12-21,2006-12-21,
324N,Muskogee,SHIPC,False,2006-12-21,2018-07-18,
324O,ALASKAN GYRE,SHIPC,False,2016-07-20,2016-07-20,
