Code,Description,CodeType,Deprecated,Created,Modified,
0600,SANTA GIULIETTA,SHIPC,False,2020-02-06,2020-02-06,
0602,HANJIN OTTAWA,SHIPC,False,2019-01-02,2019-01-02,
0608,MSC BENEDETTA,SHIPC,False,2019-06-21,2019-06-21,
060Q,CHICAGO EXPRESS,SHIPC,False,2015-11-09,2019-08-21,
060V,BUXCONTACT,SHIPC,False,2019-01-05,2019-01-05,
0611,BERLIN,SHIPC,False,2006-12-21,2016-01-29,
0612,NATIONAL,SHIPC,False,2006-12-21,2009-11-23,
0613,SCHWABENLAND,SHIPC,False,2006-12-21,2009-12-08,
0614,ANNE MARIE,SHIPC,False,2009-02-04,2013-08-15,
061A,SEAPAC BUNKER HILL,SHIPC,False,2006-12-21,2018-06-11,
061B,SEAPAC LEXINGTON,SHIPC,False,2006-12-21,2006-12-21,
061C,SEAPAC PRINCETON,SHIPC,False,2006-12-21,2006-12-21,
061D,SEAPAC CONCORD,SHIPC,False,2006-12-21,2006-12-21,
061E,SEAPAC VALLEY FORGE,SHIPC,False,2006-12-21,2006-12-21,
061F,CAP SAN MARCO,SHIPC,False,2006-12-21,2006-12-21,
061G,ANNIEMARIE,SHIPC,False,2006-12-21,2012-02-28,
061H,CAP SAN AUGUSTIN,SHIPC,False,2006-12-21,2006-12-21,
061I,SUNNA HAV,SHIPC,False,2006-12-21,2006-12-21,
061J,SCHLESWIG HOLSTEIN,SHIPC,False,2006-12-21,2006-12-21,
061K,BAYERN,SHIPC,False,2006-12-21,2006-12-21,
061L,HESSEN,SHIPC,False,2006-12-21,2006-12-21,
061M,LUETJENS,SHIPC,False,2006-12-21,2006-12-21,
061N,MOELDERS,SHIPC,False,2006-12-21,2006-12-21,
061O,HANJIN COPENHAGEN,SHIPC,False,2018-12-30,2018-12-30,
061P,ROMMEL,SHIPC,False,2006-12-21,2006-12-21,
061Q,KOELN,SHIPC,False,2006-12-21,2006-12-21,
061R,EMDEN,SHIPC,False,2006-12-21,2006-12-21,
061S,AUGSBURG,SHIPC,False,2006-12-21,2006-12-21,
061T,KARLSRUHE,SHIPC,False,2006-12-21,2006-12-21,
061U,LUEBECK,SHIPC,False,2006-12-21,2006-12-21,
061V,BRAUNSCHWEIG,SHIPC,False,2006-12-21,2006-12-21,
061W,BREMEN,SHIPC,False,2006-12-21,2006-12-21,
061X,NIEDERSACHSEN,SHIPC,False,2006-12-21,2006-12-21,
061Y,GEORGE FOCH,SHIPC,False,2006-12-21,2006-12-21,
061Z,SCHLESWIG,SHIPC,False,2006-12-21,2006-12-21,
0621,ROUTE: HAMBURG - HULL,SHIPC,False,2006-12-21,2009-12-11,
0624,MSC LIVORNO,SHIPC,False,2019-01-24,2019-01-24,
0627,KYOTO EXPRESS,SHIPC,False,2016-08-25,2016-08-25,
0628,VIENNA EXPRESS,SHIPC,False,2017-06-13,2017-06-13,
062A,PADERBORN,SHIPC,False,2006-12-21,2006-12-21,
062B,DUERN,SHIPC,False,2006-12-21,2006-12-21,
062C,KONSTANZ,SHIPC,False,2006-12-21,2006-12-21,
062D,WOLFSBURG,SHIPC,False,2006-12-21,2006-12-21,
062E,ULM,SHIPC,False,2006-12-21,2006-12-21,
062F,FULDA,SHIPC,False,2006-12-21,2006-12-21,
062G,LINDAU,SHIPC,False,2006-12-21,2006-12-21,
062H,TUEBINGEN,SHIPC,False,2006-12-21,2006-12-21,
062I,MINDEN,SHIPC,False,2006-12-21,2006-12-21,
062J,KOBLENZ,SHIPC,False,2006-12-21,2006-12-21,
062K,WETZLAR,SHIPC,False,2006-12-21,2006-12-21,
062L,WEILHEIM,SHIPC,False,2006-12-21,2006-12-21,
062M,VOELKLINGEN,SHIPC,False,2006-12-21,2006-12-21,
062N,CUXHAVEN,SHIPC,False,2006-12-21,2006-12-21,
062P,MARBURG,SHIPC,False,2006-12-21,2006-12-21,
062Q,NAJADE,SHIPC,False,2006-12-21,2006-12-21,
062R,DONAU,SHIPC,False,2006-12-21,2006-12-21,
062S,LAHN,SHIPC,False,2006-12-21,2006-12-21,
062T,WERRA,SHIPC,False,2006-12-21,2006-12-21,
062U,FEHMARN,SHIPC,False,2006-12-21,2006-12-21,
062V,EISBAER,SHIPC,False,2006-12-21,2006-12-21,
062W,SPIEKEROOG,SHIPC,False,2006-12-21,2006-12-21,
062X,WALTHER VON LEDEBUR,SHIPC,False,2006-12-21,2006-12-21,
062Y,RECTEUR DUBUISSON,SHIPC,False,2006-12-21,2006-12-21,
062Z,THETIS,SHIPC,False,2006-12-21,2006-12-21,
063A,HERMES,SHIPC,False,2006-12-21,2006-12-21,
063B,PORT HARCOURT,SHIPC,False,2006-12-21,2006-12-21,
063C,CARIBIA EXPRESS,SHIPC,False,2006-12-21,2006-12-21,
063D,SIERRA EXPRESS,SHIPC,False,2006-12-21,2006-12-21,
063E,COLUMBUS,SHIPC,False,2006-12-21,2006-12-21,
063F,EUROPA,SHIPC,False,2006-12-21,2006-12-21,
063G,FORELLE,SHIPC,False,2006-12-21,2006-12-21,
063H,GEESTE,SHIPC,False,2006-12-21,2006-12-21,
063I,BARBARA,SHIPC,False,2019-02-04,2019-02-04,
063J,HECHT,SHIPC,False,2006-12-21,2006-12-21,
063K,ISLAND,SHIPC,False,2006-12-21,2006-12-21,
063L,RESERVE-HOENAU,SHIPC,False,2006-12-21,2006-12-21,
063M,SASSNITZ-TRELLEBORG,SHIPC,False,2006-12-21,2006-12-21,
063N,SCHELLFISCH,SHIPC,False,2006-12-21,2006-12-21,
063P,SDFALL,SHIPC,False,2006-12-21,2006-12-21,
063Q,TEREDO VERSUCHSSTAND,SHIPC,False,2006-12-21,2006-12-21,
063R,THUNFISCH,SHIPC,False,2006-12-21,2006-12-21,
063S,RIO BLANCO,SHIPC,False,2015-03-17,2015-03-17,
063W,MSC LA SPEZIA,SHIPC,False,2018-01-27,2018-01-27,
063Z,BANGKOK EXPRESS,SHIPC,False,2018-04-13,2018-04-13,
0641,P&O Nedlloyd Santiago,SHIPC,False,2017-06-13,2017-06-13,
0647,HANJIN BASEL,SHIPC,False,2018-02-19,2018-02-19,
064H,SG127,SHIPC,False,2019-02-04,2019-02-04,
064Q,MetOp-A,SHIPC,False,2018-08-09,2018-08-09,
064S,ODIN,SHIPC,False,2019-02-02,2019-02-02,
0655,ROTTERDAM EXPRESS,SHIPC,False,2018-03-04,2018-03-04,
065F,CMA CGM VELA,SHIPC,False,2018-12-03,2018-12-03,
065I,HANJIN BOSTON,SHIPC,False,2018-01-17,2018-01-17,
065L,BUDAPEST EXPRESS,SHIPC,False,2018-03-03,2018-03-03,
065U,BREMEN EXPRESS,SHIPC,False,2018-03-03,2018-03-03,
065X,NORTHERN MAGNUM,SHIPC,False,2019-08-28,2019-08-28,
066B,IFM13,SHIPC,False,2019-02-04,2019-02-04,
066E,OSTFRIESLAND,SHIPC,False,2016-09-20,2016-09-20,
066G,NORTHERN JULIE,SHIPC,False,2019-02-15,2019-02-15,
066P,COMET,SHIPC,False,2019-05-01,2019-05-01,
066T,MSC TORONTO,SHIPC,False,2016-09-13,2016-09-13,
066V,MONTE VERDE,SHIPC,False,2019-07-12,2019-07-12,
066X,DALIAN EXPRESS,SHIPC,False,2015-10-26,2016-02-24,
066Y,LUDWIGSHAFEN EXPRESS,SHIPC,False,2016-09-05,2016-09-05,
0673,DUESSELDORF EXPRESS,SHIPC,False,2019-09-15,2019-09-23,
0677,RIO NEGRO,SHIPC,False,2018-03-05,2018-03-05,
0679,PRAGUE EXPRESS,SHIPC,False,2016-11-04,2016-11-04,
067A,MAERSK DAMASCUS,SHIPC,False,2007-02-27,2009-09-10,
067B,MAERSK DENTON,SHIPC,False,2007-02-27,2009-09-04,
067E,GROSSHERZOGIN ELISABETH,SHIPC,False,2019-07-29,2019-07-29,
067F,FIXED PLATFORMS,SHIPC,True,2006-12-21,2018-02-04,
067O,WESTWOOD PACIFIC,SHIPC,False,2016-11-04,2017-06-13,
067P,EVER CHARMING,SHIPC,False,2018-12-13,2018-12-13,
067Z,Hydrograf,SHIPC,False,2019-02-04,2019-02-04,
0680,FRITHJOF,SHIPC,False,2019-02-22,2019-02-22,
0681,LT CORTESIA,SHIPC,False,2016-09-05,2016-09-05,
0682,HANSA VICTORY,SHIPC,False,2019-07-24,2019-07-24,
0689,BERLIN EXPRESS,SHIPC,False,2018-03-03,2018-03-03,
068B,ITAL CONTESSA,SHIPC,False,2019-07-17,2019-07-17,
068F,IFM12,SHIPC,False,2019-02-04,2019-02-04,
068N,HANOVER EXPRESS,SHIPC,False,2018-03-04,2018-03-04,
068T,MSC TEXAS,SHIPC,False,2016-09-13,2016-09-13,
0690,MULTIPLE SHIPS,SHIPC,True,2006-12-21,2015-01-22,
0699,UNKNOWN PLATFORMS,SHIPC,True,2006-12-21,2015-01-22,
06A2,ARIANA,SHIPC,False,2006-12-21,2006-12-21,
06A3,ATAIR,SHIPC,True,2006-12-21,2018-06-12,
06A4,ALLIANCE,SHIPC,False,2006-12-21,2016-02-24,
06A5,Alkor,SHIPC,False,2007-09-20,2009-12-03,
06A6,Alkor,SHIPC,False,2007-09-20,2016-02-24,
06A7,Atair,SHIPC,False,2007-10-18,2016-02-24,
06A8,Atair,SHIPC,False,2007-10-18,2016-02-24,
06A9,Alianca Andes,SHIPC,False,2014-01-29,2016-02-24,
06AA,ALEMANIA,SHIPC,False,2006-12-21,2006-12-21,
06AB,ALSTER EXPRESS,SHIPC,False,2006-12-21,2006-12-21,
06AC,WEGA,SHIPC,False,2006-12-21,2009-09-04,
06AD,ANTON DOHRN I,SHIPC,False,2006-12-21,2011-07-27,
06AE,AADE,SHIPC,False,2006-12-21,2011-08-03,
06AF,A FREYMANN,SHIPC,False,2006-12-21,2006-12-21,
06AG,AVON,SHIPC,False,2006-12-21,2006-12-21,
06AH,A. LEONHARDT,SHIPC,False,2006-12-21,2006-12-21,
06AI,Meerkatze,SHIPC,False,2006-12-21,2015-05-29,
06AJ,AUSSENJADE,SHIPC,False,2006-12-21,2006-12-21,
06AK,ALKOR,SHIPC,True,2006-12-21,2018-06-12,
06AL,ALTAIR,SHIPC,False,2006-12-21,2006-12-21,
06AM,AMRUMBANK,SHIPC,False,2006-12-21,2015-10-12,
06AN,ARKONA BECKEN,SHIPC,False,2006-12-21,2006-12-21,
06AO,ANDREA,SHIPC,False,2009-02-04,2009-02-04,
06AP,LIGHT SHIP ELBE 1,SHIPC,False,2006-12-21,2018-07-25,
06AQ,Polarstern,SHIPC,False,2006-12-21,2010-04-06,
06AR,AROS,SHIPC,False,2006-12-21,2006-12-21,
06AS,JEBSEN SOUTHLAND,SHIPC,False,2006-12-21,2006-12-21,
06AT,CONTSHIP ACTION,SHIPC,False,2018-07-26,2018-07-26,
06AU,AUGUSTA,SHIPC,False,2006-12-21,2006-12-21,
06AV,Alexander von Humboldt,SHIPC,False,2009-07-30,2019-08-14,
06AW,TFL ADAMS,SHIPC,False,2006-12-21,2006-12-21,
06AX,AXENFELS,SHIPC,False,2006-12-21,2006-12-21,
06AY,COLUMBUS OREGON,SHIPC,False,2006-12-21,2015-10-12,
06AZ,VALDIVIA,SHIPC,False,2006-12-21,2019-05-23,
06B2,BUTT,SHIPC,False,2006-12-21,2006-12-21,
06B3,BONN EXPRESS,SHIPC,False,2014-09-25,2014-09-25,
06B4,Cap Reinga,SHIPC,False,2014-01-29,2016-02-24,
06BA,BAUMWALL,SHIPC,False,2006-12-21,2006-12-21,
06BB,BUNTENSTEIN,SHIPC,False,2006-12-21,2006-12-21,
06BC,BUCHENSTEIN,SHIPC,False,2006-12-21,2006-12-21,
06BD,BADENSTEIN,SHIPC,False,2006-12-21,2006-12-21,
06BE,SONNE,SHIPC,False,2006-12-21,2018-07-22,
06BF,NORDDEICH,SHIPC,False,2006-12-21,2006-12-21,
06BG,BOERGEN,SHIPC,False,2006-12-21,2006-12-21,
06BH,BRUNSHAUSEN,SHIPC,False,2006-12-21,2006-12-21,
06BI,BISCHOFSTEIN,SHIPC,False,2006-12-21,2006-12-21,
06BJ,ORIENTAL KNIGHT,SHIPC,False,2006-12-21,2006-12-21,
06BK,BRITTA KRUEGER,SHIPC,False,2006-12-21,2006-12-21,
06BL,BLITZ,SHIPC,False,2006-12-21,2006-12-21,
06BM,BORNHOLM GATT,SHIPC,False,2006-12-21,2006-12-21,
06BN,BANT,SHIPC,False,2006-12-21,2006-12-21,
06BO,BORKUMRIFF,SHIPC,False,2006-12-21,2006-12-21,
06BP,PETRITERM,SHIPC,False,2006-12-21,2006-12-21,
06BQ,SAXON STAR,SHIPC,False,2006-12-21,2006-12-21,
06BR,BRUNSKAMP,SHIPC,False,2006-12-21,2006-12-21,
06BS,BUISE,SHIPC,False,2006-12-21,2006-12-21,
06BT,BUNTENTOR,SHIPC,False,2006-12-21,2006-12-21,
06BU,BURCHANA,SHIPC,False,2006-12-21,2006-12-21,
06BV,BAVARIA,SHIPC,False,2006-12-21,2006-12-21,
06BW,EUROLINER,SHIPC,False,2006-12-21,2006-12-21,
06BX,SZCZECIN TRADER,SHIPC,False,2006-12-21,2006-12-21,
06BY,BAYERNSTEIN,SHIPC,False,2006-12-21,2006-12-21,
06BZ,UBENA,SHIPC,False,2006-12-21,2006-12-21,
06C0,DALLAS EXPRESS,SHIPC,False,2018-01-29,2018-01-29,
06C1,CARL FR. GAUSS,SHIPC,False,2010-03-24,2016-02-24,
06C3,SOFIA EXPRESS,SHIPC,False,2018-02-16,2018-02-16,
06CA,MOSEL,SHIPC,False,2006-12-21,2006-12-21,
06CB,WISMAR,SHIPC,False,2006-12-21,2006-12-21,
06CC,COLUMBUS CANTERBURY,SHIPC,False,2006-12-21,2006-12-21,
06CD,COLUMBUS CANADA,SHIPC,False,2006-12-21,2006-12-21,
06CE,ICEBIRD,SHIPC,False,2006-12-21,2016-02-24,
06CF,CAP FINISTERRE,SHIPC,False,2006-12-21,2015-10-12,
06CG,COLUMBUS COROMANDEL,SHIPC,False,2006-12-21,2016-02-24,
06CH,COLUMBUS FLORIDA,SHIPC,False,2006-12-21,2006-12-21,
06CI,Capella,SHIPC,False,2010-08-06,2010-08-06,
06CJ,Christiane Bolten,SHIPC,False,2009-03-06,2009-12-08,
06CK,CAP VICTOR,SHIPC,False,2015-03-03,2015-03-03,
06CL,COLUMBUS LOUISIANA,SHIPC,False,2006-12-21,2006-12-21,
06CM,Rio de la Plata,SHIPC,False,2010-08-06,2013-08-15,
06CN,Cornelia,SHIPC,False,2012-11-22,2012-11-22,
06CO,CORDILLERA,SHIPC,False,2006-12-21,2006-12-21,
06CQ,SEBASTIAN,SHIPC,False,2019-05-01,2019-05-01,
06CR,CORAL ESSBERGER,SHIPC,False,2006-12-21,2006-12-21,
06CS,EBERHART ESSERBERGER,SHIPC,False,2006-12-21,2006-12-21,
06CT,COLUMBUS VIRGINIA,SHIPC,False,2006-12-21,2006-12-21,
06CV,COLUMBUS VICTORIA,SHIPC,False,2006-12-21,2006-12-21,
06CW,COLUMBUS WELLINGTON,SHIPC,False,2006-12-21,2006-12-21,
06CX,ACT 10,SHIPC,False,2006-12-21,2006-12-21,
06CY,CONTI ASIA,SHIPC,False,2014-09-25,2014-09-25,
06CZ,CANBERRA EXPRESS,SHIPC,False,2015-03-03,2020-02-06,
06DA,ANTON DOHRN II,SHIPC,False,2006-12-21,2007-08-29,
06DB,Damkerort,SHIPC,False,2010-03-16,2013-08-15,
06DE,DEUTSCHLAND,SHIPC,False,2006-12-21,2006-12-21,
06DF,KARLSBURG,SHIPC,False,2006-12-21,2006-12-21,
06DG,ERICA BOLTEN,SHIPC,False,2006-12-21,2006-12-21,
06DH,ATHENE,SHIPC,False,2006-12-21,2006-12-21,
06DI,IFM14,SHIPC,False,2019-02-04,2019-02-04,
06DJ,CHARLOTTE,SHIPC,False,2006-12-21,2006-12-21,
06DK,MEIERWIK,SHIPC,False,2006-12-21,2006-12-21,
06DL,PAASCHBURG,SHIPC,False,2006-12-21,2006-12-21,
06DM,OTTO HAHN,SHIPC,False,2006-12-21,2006-12-21,
06DN,DAGMAR AAEN,SHIPC,False,2006-12-21,2017-08-10,
06DO,Drossel,SHIPC,False,2010-03-16,2010-03-16,
06DR,DRACHE,SHIPC,False,2006-12-21,2006-12-21,
06DW,NEW YORK EXPRESS,SHIPC,False,2016-09-13,2016-09-13,
06E1,ELBE 1,SHIPC,False,2006-12-21,2006-12-21,
06E2,ELBE 3,SHIPC,False,2006-12-21,2006-12-21,
06E3,ELBE EXPRESS,SHIPC,False,2006-12-21,2006-12-21,
06E7,QUEST,SHIPC,False,2015-09-29,2015-09-29,
06EA,ELBSANDE,SHIPC,False,2006-12-21,2006-12-21,
06EB,ELLENBOGEN,SHIPC,False,2006-12-21,2006-12-21,
06EC,NEDLLOYD ENCOUNTER,SHIPC,False,2015-03-03,2015-03-03,
06ED,ESSO DEUTSCHLAND,SHIPC,False,2006-12-21,2015-11-04,
06EE,ESSO EUROPA,SHIPC,False,2006-12-21,2006-12-21,
06EF,ERZHERZOG FRIEKRICK,SHIPC,False,2006-12-21,2006-12-21,
06EG,ARGE ELBE,SHIPC,False,2006-12-21,2006-12-21,
06EH,HERMANN MARWEDE,SHIPC,False,2018-03-04,2018-03-04,
06EL,ELBE,SHIPC,False,2006-12-21,2006-12-21,
06EM,EMS,SHIPC,False,2006-12-21,2016-02-24,
06EN,EENDRACHT,SHIPC,False,2006-12-21,2006-12-21,
06ER,E. ROTH,SHIPC,False,2006-12-21,2006-12-21,
06ES,ELSFLETH,SHIPC,False,2006-12-21,2006-12-21,
06EV,EISVOGEL,SHIPC,False,2006-12-21,2006-12-21,
06EX,Explora,SHIPC,False,2011-07-04,2016-02-24,
06EZ,Elisabeth Mann Borgese,SHIPC,False,2011-07-04,2016-02-24,
06F4,EVER CHAMPION,SHIPC,False,2018-12-13,2018-12-13,
06FD,FRIESLAND,SHIPC,False,2006-12-21,2006-12-21,
06FE,FEHMARNBELT,SHIPC,False,2006-12-21,2006-12-21,
06FF,ESSEN EXPRESS,SHIPC,False,2018-05-16,2018-05-16,
06FI,FRIDTJOF NANSEN,SHIPC,True,2006-12-21,2018-06-14,
06FJ,CMA CGM BALZAC,SHIPC,False,2018-03-15,2018-03-15,
06FK,FRANKFURT,SHIPC,False,2006-12-21,2006-12-21,
06FL,FLENSBURG,SHIPC,False,2006-12-21,2006-12-21,
06FM,MORAY FIRTH,SHIPC,False,2006-12-21,2006-12-21,
06FN,FINO 1,SHIPC,False,2015-03-03,2015-07-08,
06FR,FRANKEN,SHIPC,False,2006-12-21,2006-12-21,
06FV,HANJIN GOTHENBURG,SHIPC,False,2019-08-15,2019-08-15,
06FZ,SANTA ISABEL,SHIPC,False,2019-06-21,2019-06-21,
06G0,ROBIN HOOD,SHIPC,False,2018-01-03,2018-01-03,
06G1,Gauss,SHIPC,False,2007-10-22,2016-02-24,
06G2,Gauss,SHIPC,False,2007-10-22,2016-02-24,
06G4,HATSU CRYSTAL,SHIPC,False,2019-06-21,2019-06-21,
06GA,GAUSS,SHIPC,True,2006-12-21,2018-06-14,
06GB,SPARKLING WAVE,SHIPC,False,2006-12-21,2006-12-21,
06GC,GERBEK,SHIPC,False,2006-12-21,2006-12-21,
06GD,HUSUM,SHIPC,False,2006-12-21,2006-12-21,
06GE,SINE IRA,SHIPC,False,2006-12-21,2006-12-21,
06GF,STERN VON RIO,SHIPC,False,2006-12-21,2006-12-21,
06GG,NEW LOVE,SHIPC,False,2006-12-21,2006-12-21,
06GH,OSTEMAAT,SHIPC,False,2006-12-21,2006-12-21,
06GI,ISAR,SHIPC,False,2006-12-21,2006-12-21,
06GJ,LA LINDA,SHIPC,False,2006-12-21,2006-12-21,
06GK,DEVON,SHIPC,False,2006-12-21,2006-12-21,
06GL,GIGA,SHIPC,False,2006-12-21,2006-12-21,
06GM,WILLIAM SHAKESPEARE,SHIPC,False,2006-12-21,2006-12-21,
06GN,NEREUS,SHIPC,False,2006-12-21,2006-12-21,
06GO,Grinna,SHIPC,False,2010-03-24,2010-03-24,
06GP,AUDIEK,SHIPC,False,2006-12-21,2006-12-21,
06GQ,DESIREE,SHIPC,False,2006-12-21,2006-12-21,
06GR,GERTRUD II,SHIPC,False,2006-12-21,2006-12-21,
06GS,CARSTEN,SHIPC,False,2006-12-21,2006-12-21,
06GT,GERTRUD-MARTA,SHIPC,False,2006-12-21,2006-12-21,
06GU,Gerda-Bianka,SHIPC,False,2012-11-20,2012-11-20,
06GW,SANTA LAURA,SHIPC,False,2019-09-23,2019-09-23,
06GZ,GAZELLE,SHIPC,False,2006-12-21,2006-12-21,
06H1,YANTIAN EXPRESS,SHIPC,False,2016-09-29,2017-06-13,
06HA,HAHNENTOR,SHIPC,False,2006-12-21,2006-12-21,
06HB,H. BAUMGARTEN,SHIPC,False,2006-12-21,2006-12-21,
06HC,HANAU,SHIPC,False,2006-12-21,2006-12-21,
06HD,NEUWERK,SHIPC,False,2016-09-13,2016-09-13,
06HE,HEIDELBERG,SHIPC,False,2006-12-21,2006-12-21,
06HF,FRIEDRICH HEINCKE,SHIPC,False,2006-12-21,2016-02-24,
06HG,HORNGOLF,SHIPC,False,2006-12-21,2006-12-21,
06HI,MONTE ALEGRE,SHIPC,False,2018-03-04,2018-03-04,
06HK,HEINCKE,SHIPC,False,2006-12-21,2011-08-02,
06HL,ODIN,SHIPC,False,2019-02-04,2019-02-04,
06HM,HAMMONIA,SHIPC,False,2006-12-21,2006-12-21,
06HN,HANNOVER,SHIPC,False,2006-12-21,2006-12-21,
06HP,HELICOPTER,SHIPC,True,2006-12-21,2015-01-22,
06HQ,Annie Hillina,SHIPC,False,2019-02-04,2019-02-04,
06HR,HELGOLAND REEDE,SHIPC,False,2006-12-21,2006-12-21,
06HS,HERMANN SCHULTE,SHIPC,False,2006-12-21,2006-12-21,
06HT,HAITHABU,SHIPC,False,2006-12-21,2015-03-06,
06HU,HUNTE,SHIPC,False,2006-12-21,2006-12-21,
06HV,HAITHABU,SHIPC,False,2019-02-05,2019-02-11,
06HW,WALTHER HERWIG,SHIPC,True,2006-12-21,2018-06-12,
06HX,HAMBURG EXPRESS,SHIPC,False,2006-12-21,2006-12-21,
06HY,Hamburg Express,SHIPC,False,2015-08-26,2015-08-26,
06HZ,SEOUL EXPRESS,SHIPC,False,2018-05-03,2018-05-03,
06I0,Amadeus,SHIPC,False,2014-05-14,2014-05-14,
06I1,IFM01,SHIPC,False,2014-05-14,2014-05-14,
06I2,IFM02,SHIPC,False,2014-05-14,2015-09-11,
06I3,IFM03,SHIPC,False,2014-05-14,2015-09-11,
06I5,IFM05,SHIPC,False,2014-05-14,2014-05-14,
06I6,IFM06,SHIPC,False,2014-05-14,2015-09-11,
06I7,IFM07,SHIPC,False,2014-05-14,2015-09-11,
06I8,IFM08,SHIPC,False,2014-05-14,2014-05-14,
06I9,IFM09,SHIPC,False,2014-05-14,2015-09-11,
06IA,IFM10,SHIPC,False,2014-05-14,2015-09-11,
06IB,IFM11,SHIPC,False,2014-05-14,2015-09-11,
06II,BUXCLIFF,SHIPC,False,2019-07-08,2019-07-08,
06IL,HANJIN MIAMI,SHIPC,False,2019-07-23,2019-07-23,
06IR,PARADISE N,SHIPC,False,2019-02-16,2019-03-02,
06IT,PEENE ORE,SHIPC,False,2019-02-26,2019-02-26,
06IW,HANJIN DALLAS,SHIPC,False,2019-01-02,2019-01-02,
06J2,JADE,SHIPC,False,2015-03-03,2015-03-03,
06J6,NAGOYA EXPRESS,SHIPC,False,2018-05-16,2018-05-16,
06JA,ADLERGRUND,SHIPC,False,2015-03-03,2015-03-03,
06JD,ASTARTE,SHIPC,False,2015-03-05,2015-03-05,
06JF,JULIUS FOCK,SHIPC,False,2006-12-21,2006-12-21,
06JH,J. H. WILHEHNS.,SHIPC,False,2006-12-21,2006-12-21,
06JI,BONN,SHIPC,False,2014-09-25,2020-02-06,
06JM,JOHANNES MULLER,SHIPC,False,2006-12-21,2006-12-21,
06JR,Clupea,SHIPC,False,2007-10-22,2018-11-12,
06JS,Clupea,SHIPC,False,2007-10-22,2016-02-24,
06JW,JAN WELLEM,SHIPC,False,2006-12-21,2006-12-21,
06JX,DENEB,SHIPC,False,2009-07-29,2009-07-29,
06K1,Komet,SHIPC,False,2009-12-15,2009-12-15,
06K2,KOMET,SHIPC,False,2009-12-15,2016-02-24,
06K3,Komet,SHIPC,False,2009-12-15,2016-02-24,
06K4,HERMANN WULFF,SHIPC,False,2019-07-23,2019-07-23,
06KA,KATJANA,SHIPC,False,2006-12-21,2006-12-21,
06KB,KOELN ATLANTIC,SHIPC,False,2006-12-21,2006-12-21,
06KF,KAP FARVEL,SHIPC,False,2006-12-21,2006-12-21,
06KI,F. S. KIEL,SHIPC,False,2006-12-21,2006-12-21,
06KL,HELGOLAND,SHIPC,False,2008-02-06,2008-02-06,
06KM,KOMET,SHIPC,True,2006-12-21,2018-06-12,
06KN,Helmsand,SHIPC,False,2009-01-29,2009-01-29,
06KO,KOLMAR,SHIPC,False,2006-12-21,2006-12-21,
06KQ,Gracechurch Comet,SHIPC,False,2009-03-06,2009-12-03,
06KR,KIRA,SHIPC,False,2006-12-21,2006-12-21,
06KW,W. KORTE,SHIPC,False,2006-12-21,2006-12-21,
06KY,KYBFELS,SHIPC,False,2006-12-21,2006-12-21,
06L4,HANJIN MUNDRA,SHIPC,False,2019-12-12,2019-12-12,
06L5,EVER CONQUEST,SHIPC,False,2018-12-24,2018-12-24,
06L6,NORTHERN MONUMENT,SHIPC,False,2020-03-10,2020-03-10,
06LA,LANGEOOG,SHIPC,False,2006-12-21,2006-12-21,
06LB,LILLOOET,SHIPC,False,2006-12-21,2006-12-21,
06LD,OELAND,SHIPC,False,2006-12-21,2016-02-24,
06LE,LEILA,SHIPC,False,2006-12-21,2006-12-21,
06lf,ROUTE: LIST - BODETSHAFEN,SHIPC,False,2006-12-21,2009-12-11,
06LI,LINZERTOR,SHIPC,False,2006-12-21,2006-12-21,
06ll,ROUTE: LIST - ELLENBORGEN,SHIPC,False,2006-12-21,2009-12-11,
06LO,Ludwig Prandtl,SHIPC,False,2010-03-24,2010-03-24,
06LT,LITTORINA,SHIPC,False,2006-12-21,2009-09-10,
06LU,Mya,SHIPC,False,2009-11-03,2015-11-05,
06LW,NAVY SHIP,SHIPC,True,2008-02-06,2016-02-24,
06M1,Meerkatze,SHIPC,False,2015-05-29,2015-05-29,
06M2,MARIA S. MERIAN,SHIPC,False,2014-02-20,2016-02-24,
06M3,METEOR,SHIPC,False,2007-03-15,2009-09-04,
06M4,MARIKA,SHIPC,False,2009-05-04,2011-06-05,
06M5,METEOR,SHIPC,False,2009-12-08,2017-12-04,
06M6,Mya II,SHIPC,False,2013-08-06,2013-08-06,
06M7,MERKUR SKY,SHIPC,False,2015-05-21,2015-05-21,
06MA,MAX WALDECK,SHIPC,False,2006-12-21,2006-12-21,
06MB,MONTE ROSA,SHIPC,False,2006-12-21,2015-10-12,
06ME,METEOR,SHIPC,False,2006-12-21,2013-08-15,
06MF,Ramona,SHIPC,False,2013-06-21,2013-06-21,
06MI,MINSEROOG,SHIPC,False,2006-12-21,2006-12-21,
06MK,MAKRELE,SHIPC,False,2006-12-21,2006-12-21,
06MM,Maria S. Merian - Oland,SHIPC,True,2006-12-21,2014-12-04,
06MN,Maret,SHIPC,False,2012-11-20,2012-11-20,
06MO,MOWE,SHIPC,False,2006-12-21,2006-12-21,
06MP,Senckenberg,SHIPC,False,2009-11-27,2009-11-27,
06MR,MEERKATZE,SHIPC,False,2006-12-21,2015-05-29,
06MS,STRELASUND,SHIPC,False,2006-12-21,2014-08-13,
06MT,METEOR,SHIPC,False,2006-12-21,2016-02-24,
06MX,MOSEL EXPRESS,SHIPC,False,2006-12-21,2006-12-21,
